    nm         	nN
5.543939e+001	-5.821052e-002
5.506397e+001	-6.791228e-002
5.495110e+001	-5.821052e-002
5.466321e+001	-6.144444e-002
5.411276e+001	-8.408187e-002
5.417492e+001	-6.144444e-002
5.388702e+001	-6.467836e-002
5.353349e+001	-7.276316e-002
5.350813e+001	-5.659356e-002
5.289205e+001	-8.408187e-002
5.253851e+001	-9.216666e-002
5.255692e+001	-7.276316e-002
5.224713e+001	-7.761403e-002
5.200299e+001	-7.761403e-002
5.182449e+001	-7.276316e-002
5.144907e+001	-8.246491e-002
5.111741e+001	-8.893274e-002
5.104830e+001	-7.599707e-002
5.071664e+001	-8.246491e-002
5.071317e+001	-6.467836e-002
5.016273e+001	-8.731579e-002
4.991858e+001	-8.731579e-002
4.976195e+001	-8.084795e-002
4.978036e+001	-6.144444e-002
4.944870e+001	-6.791228e-002
4.913892e+001	-7.276316e-002
4.887290e+001	-7.438011e-002
4.849748e+001	-8.408187e-002
4.831898e+001	-7.923099e-002
4.811859e+001	-7.599707e-002
4.791821e+001	-7.276316e-002
4.767407e+001	-7.276316e-002
4.736428e+001	-7.761403e-002
4.701075e+001	-8.569882e-002
4.689788e+001	-7.599707e-002
4.656622e+001	-8.246491e-002
4.623456e+001	-8.893274e-002
4.588103e+001	-9.701754e-002
4.563688e+001	-9.701754e-002
4.548026e+001	-9.054970e-002
4.517048e+001	-9.540058e-002
4.503573e+001	-8.731579e-002
4.468220e+001	-9.540058e-002
4.443805e+001	-9.540058e-002
4.415015e+001	-9.863450e-002
4.390601e+001	-9.863450e-002
4.361811e+001	-1.018684e-001
4.352712e+001	-9.054970e-002
4.323922e+001	-9.378362e-002
4.290756e+001	-1.002515e-001
4.253215e+001	-1.099532e-001
4.230988e+001	-1.083362e-001
4.221889e+001	-9.701754e-002
4.182160e+001	-1.083362e-001
4.151182e+001	-1.131871e-001
4.144271e+001	-1.002515e-001
4.137360e+001	-8.731579e-002
4.102006e+001	-9.540058e-002
4.079779e+001	-9.378362e-002
4.055365e+001	-9.378362e-002
4.013448e+001	-1.067193e-001
4.013100e+001	-8.893274e-002
3.988686e+001	-8.893274e-002
3.968648e+001	-8.569882e-002
3.913603e+001	-1.083362e-001
3.911067e+001	-9.216666e-002
3.884465e+001	-9.378362e-002
3.855675e+001	-9.701754e-002
3.846576e+001	-8.569882e-002
3.793719e+001	-1.067193e-001
3.793372e+001	-8.893274e-002
3.766770e+001	-9.054970e-002
3.748919e+001	-8.569882e-002
3.715753e+001	-9.216666e-002
3.649770e+001	-1.228889e-001
3.623168e+001	-1.245058e-001
3.627196e+001	-1.034854e-001
3.611533e+001	-9.701754e-002
3.593682e+001	-9.216666e-002
3.569268e+001	-9.216666e-002
3.514223e+001	-1.148041e-001
3.509500e+001	-1.002515e-001
3.520092e+001	-7.438011e-002
3.469423e+001	-9.378362e-002
3.438445e+001	-9.863450e-002
3.394340e+001	-1.131871e-001
3.396180e+001	-9.378362e-002
3.404584e+001	-6.952924e-002
3.321097e+001	-1.131871e-001
3.329501e+001	-8.893274e-002
3.274457e+001	-1.115702e-001
3.239103e+001	-1.196550e-001
3.240944e+001	-1.002515e-001
3.225281e+001	-9.378362e-002
3.172424e+001	-1.148041e-001
3.172076e+001	-9.701754e-002
3.145474e+001	-9.863450e-002
3.114496e+001	-1.034854e-001
3.103209e+001	-9.378362e-002
3.091922e+001	-8.408187e-002
3.058756e+001	-9.054970e-002
3.029967e+001	-9.378362e-002
3.014304e+001	-8.731579e-002
2.974575e+001	-9.863450e-002
2.947973e+001	-1.002515e-001
2.936685e+001	-9.054970e-002
2.886017e+001	-1.099532e-001
2.876918e+001	-9.863450e-002
2.865631e+001	-8.893274e-002
2.832465e+001	-9.540058e-002
2.790548e+001	-1.083362e-001
2.763946e+001	-1.099532e-001
2.728592e+001	-1.180380e-001
2.723868e+001	-1.034854e-001
2.701642e+001	-1.018684e-001
2.694731e+001	-8.893274e-002
2.646250e+001	-1.067193e-001
2.650278e+001	-8.569882e-002
2.601797e+001	-1.034854e-001
2.599262e+001	-8.731579e-002
2.583599e+001	-8.084795e-002
2.561373e+001	-7.923099e-002
2.519455e+001	-9.216666e-002
2.499417e+001	-8.893274e-002
2.479378e+001	-8.569882e-002
2.457152e+001	-8.408187e-002
2.426174e+001	-8.893274e-002
2.419263e+001	-7.599707e-002
2.379534e+001	-8.731579e-002
2.341992e+001	-9.701754e-002
2.326329e+001	-9.054970e-002
2.341297e+001	-6.144444e-002
2.299380e+001	-7.438011e-002
2.290281e+001	-6.306140e-002
2.254927e+001	-7.114619e-002
2.237076e+001	-6.629532e-002
2.208286e+001	-6.952924e-002
2.175121e+001	-7.599707e-002
2.155082e+001	-7.276316e-002
2.141607e+001	-6.467836e-002
2.130320e+001	-5.497661e-002
2.110282e+001	-5.174269e-002
2.061801e+001	-6.952924e-002
2.061453e+001	-5.174269e-002
2.056730e+001	-3.719006e-002
2.010437e+001	-5.335965e-002
2.003526e+001	-4.042397e-002
1.981299e+001	-3.880702e-002
1.939382e+001	-5.174269e-002
1.932471e+001	-3.880702e-002
1.908057e+001	-3.880702e-002
1.881454e+001	-4.042397e-002
1.850476e+001	-4.527485e-002
1.826062e+001	-4.527485e-002
1.823527e+001	-2.910526e-002
1.805676e+001	-2.425438e-002
1.800953e+001	-9.701754e-003
1.767787e+001	-1.616959e-002
1.752124e+001	-9.701754e-003
1.721147e+001	-1.455263e-002
1.703296e+001	-9.701754e-003
1.676694e+001	-1.131871e-002
1.656655e+001	-8.084795e-003
1.632241e+001	-8.084795e-003
1.629706e+001	8.084795e-003
1.605292e+001	8.084795e-003
1.587441e+001	1.293567e-002
1.556463e+001	8.084795e-003
1.553927e+001	2.425438e-002
1.544828e+001	3.557310e-002
1.498536e+001	1.940351e-002
1.485060e+001	2.748830e-002
1.482525e+001	4.365789e-002
1.447171e+001	3.557310e-002
1.446824e+001	5.335965e-002
1.435537e+001	6.306140e-002
1.397995e+001	5.335965e-002
1.404211e+001	7.599707e-002
1.397300e+001	8.893274e-002
1.368510e+001	8.569882e-002
1.350660e+001	9.054970e-002
1.339373e+001	1.002515e-001
1.323710e+001	1.067193e-001
1.281793e+001	9.378362e-002
1.290197e+001	1.180380e-001
1.267970e+001	1.196550e-001
1.245744e+001	1.212719e-001
1.238833e+001	1.342076e-001
1.236297e+001	1.503772e-001
1.218447e+001	1.552281e-001
1.207160e+001	1.649298e-001
1.184933e+001	1.665468e-001
1.164895e+001	1.697807e-001
1.147044e+001	1.746316e-001
1.140133e+001	1.875672e-001
1.141973e+001	2.069707e-001
1.128499e+001	2.150555e-001
1.117212e+001	2.247573e-001
1.092797e+001	2.247573e-001
1.092450e+001	2.425438e-001
1.061472e+001	2.376930e-001
1.056749e+001	2.522456e-001
1.038898e+001	2.570965e-001
1.023235e+001	2.635643e-001
9.988211e+000	2.635643e-001
1.002849e+001	2.845848e-001
1.000314e+001	3.007544e-001
9.868391e+000	3.088392e-001
9.930552e+000	3.314766e-001
9.642654e+000	3.282427e-001
9.529781e+000	3.379444e-001
9.416913e+000	3.476462e-001
9.435317e+000	3.670497e-001
9.081780e+000	3.589649e-001
8.968910e+000	3.686667e-001
8.899798e+000	3.816023e-001
8.765051e+000	3.896871e-001
8.652180e+000	3.993889e-001
8.561190e+000	4.107076e-001
8.404562e+000	4.171754e-001
8.488603e+000	4.414298e-001
8.156944e+000	4.349620e-001
7.978439e+000	4.398129e-001
7.996842e+000	4.592164e-001
7.796458e+000	4.624503e-001
7.749224e+000	4.770029e-001
7.745749e+000	4.947894e-001
7.457848e+000	4.915555e-001
7.323100e+000	4.996403e-001
7.275867e+000	5.141930e-001
7.119241e+000	5.206608e-001
6.940734e+000	5.255117e-001
7.002895e+000	5.481491e-001
6.846268e+000	5.546169e-001
6.777157e+000	5.675526e-001
6.576772e+000	5.707865e-001
6.573296e+000	5.885731e-001
6.547942e+000	6.047426e-001
6.369435e+000	6.095935e-001
6.278444e+000	6.209123e-001
6.143697e+000	6.289970e-001
6.096463e+000	6.435497e-001
6.114868e+000	6.629532e-001
6.111391e+000	6.807397e-001
5.954765e+000	6.872076e-001
5.907531e+000	7.017602e-001
5.816541e+000	7.130789e-001
5.791186e+000	7.292485e-001
5.722073e+000	7.421841e-001
5.521689e+000	7.454181e-001
5.518214e+000	7.632046e-001
5.470980e+000	7.777572e-001
5.401870e+000	7.906930e-001
5.245242e+000	7.971608e-001
5.132373e+000	8.068625e-001
4.910109e+000	8.084795e-001
5.037906e+000	8.359678e-001
5.056310e+000	8.553713e-001
4.877803e+000	8.602222e-001
4.830599e+000	8.747748e-001
4.717729e+000	8.844765e-001
4.648618e+000	8.974123e-001
4.645143e+000	9.151988e-001
4.510394e+000	9.232836e-001
4.375645e+000	9.313683e-001
4.372170e+000	9.491549e-001
4.368694e+000	9.669414e-001
4.146432e+000	9.685585e-001
4.186713e+000	9.895789e-001
4.139481e+000	1.004132e+000
3.895339e+000	1.004132e+000
3.782468e+000	1.013833e+000
3.713356e+000	1.026769e+000
3.775517e+000	1.049406e+000
3.662648e+000	1.059108e+000
3.593536e+000	1.072044e+000
3.590061e+000	1.089830e+000
3.542829e+000	1.104383e+000
3.561232e+000	1.123787e+000
3.448361e+000	1.133488e+000
3.247977e+000	1.136722e+000
3.222623e+000	1.152892e+000
3.175390e+000	1.167444e+000
3.128157e+000	1.181997e+000
3.080924e+000	1.196550e+000
2.968054e+000	1.206251e+000
2.964579e+000	1.224038e+000
2.961104e+000	1.241825e+000
2.826355e+000	1.249909e+000
2.844758e+000	1.269313e+000
2.775646e+000	1.282248e+000
2.728413e+000	1.296801e+000
2.571786e+000	1.303269e+000
2.502674e+000	1.316205e+000
2.455442e+000	1.330757e+000
2.408208e+000	1.345310e+000
2.339096e+000	1.358246e+000
2.357499e+000	1.377649e+000
2.332145e+000	1.393819e+000
2.241155e+000	1.405137e+000
2.237679e+000	1.422924e+000
2.212325e+000	1.439094e+000
1.990061e+000	1.440710e+000
2.052223e+000	1.463348e+000
1.983111e+000	1.476284e+000
1.826483e+000	1.482751e+000
1.866766e+000	1.503772e+000
1.885169e+000	1.523175e+000
1.794179e+000	1.534494e+000
1.746945e+000	1.549047e+000
1.612198e+000	1.557132e+000
1.564964e+000	1.571684e+000
1.649004e+000	1.595938e+000
1.558013e+000	1.607257e+000
1.576416e+000	1.626661e+000
1.551062e+000	1.642830e+000
1.569465e+000	1.662234e+000
1.544112e+000	1.678403e+000
1.431243e+000	1.688105e+000
1.471524e+000	1.709126e+000
1.402412e+000	1.722061e+000
1.289543e+000	1.731763e+000
1.176674e+000	1.741465e+000
1.173199e+000	1.759251e+000
1.147843e+000	1.775421e+000
1.013096e+000	1.783506e+000
9.877407e-001	1.799675e+000
9.842652e-001	1.817462e+000
8.276380e-001	1.823930e+000
8.460425e-001	1.843333e+000
8.644440e-001	1.862737e+000
6.859398e-001	1.867588e+000
5.949493e-001	1.878906e+000
7.008674e-001	1.904778e+000
6.317553e-001	1.917713e+000
6.064000e-001	1.933883e+000
5.810477e-001	1.950053e+000
5.556924e-001	1.966222e+000
4.865803e-001	1.979158e+000
5.049848e-001	1.998561e+000
4.577511e-001	2.013114e+000
4.105173e-001	2.027666e+000
3.632866e-001	2.042219e+000
3.379313e-001	2.058389e+000
2.688192e-001	2.071324e+000
2.653423e-001	2.089111e+000
1.962332e-001	2.102047e+000
1.708779e-001	2.118216e+000
1.017657e-001	2.131152e+000
1.201702e-001	2.150556e+000
2.260885e-001	2.176427e+000
1.132195e-001	2.186129e+000
2.410161e-001	2.213617e+000
